id,wod,category
614,"crossfit benchmark wod


donkey kong
21-15-9 reps for time
burpees
kettlebell swings (24/16 kg)
box jumps (24/20 in)

perform 6 lunges after each exercise",for_time
615,"benchmark wod


half chelsea
emom for 15 minutes
10 pull-ups
15 push-ups
20 air squats

if you fall behind the clock, keep going for 15 minutes and see how many rounds you can complete.",emom
616,"crossfit memorial wod


jeremy
21-15-9 reps for time
overhead squats (95/65 lb)
burpees",for_time
617,"555 fitness hero wod


frank callahan
3 rounds for time
10 bench presses (60% bw)
10 tricep dips",for_time
618,"cynergy crossfit hero wod


k9 kitt
21 rounds for time
6 deadlifts (80/60 lb)
5 hang power cleans (80/60 lb)
4 front squats (80 lb)
3 shoulder-to-overheads (80/60 lb)
200 foot weighted carry (80/60 lb)",for_time
619,"assault fitness benchmark wod
the climb
9-15-21 reps for time
calorie assault airbike
handstand push-ups",for_time
620,"luke downing

double snatcher
amrap in 20 minutes
2 calorie row
2 right-arm dumbbell snatches (24/16 kg)
2 left-arm dumbbell snatches (24/16 kg)
2 burpees

4 calorie row
4 right-arm dumbbell snatches (24/16 kg)
4 left-arm dumbbell snatches (24/16 kg)
4 burpees

continue with this pattern, adding 2 reps to each movement every round.",amrap
621,"hyrox workout of the week
lindenberg
5 rounds for total reps in 22 min 20 sec
40 second max burpees
20 second rest
40 second max calorie run
20 second rest
40 second max wall ball shots (20/14 lb)
20 second rest
40 second max calorie row

rest 1 minute",other
622,"beyond strength and endurance
bse wod 2/28/24
10 rounds for time:

10 single kb hang snatch

10 sit-ups",for_time
623,"hyrox workout of the week

richards
5 rounds for total calories in 75 minutes
200 meter run
5 minute calorie skierg
5 minute calorie row

rest 3 minutes",other
624,"2019 reykjavik crossfit championship sanctional wod #3 (aka: ""rcc sanctional 19.3"")

just breathe
for time
1,000 meter row
1,000 meter ski
2,000 meter bike

time cap: 13 minutes",for_time
625,"crossfit hero wod


justin
30-20-10 reps for time
back squats (bodyweight)
bench presses (bodyweight)
strict pull-ups",for_time
626,"ben bergeron

bergeron dbeep test
on the minute for as long as possible
7 dumbbell goblet thrusters (50/35 lb)
7 alternating dumbbell power snatches (50/35 lb)
7 burpees

after 10 rounds, add 1 rep to each movement.",other
627,"halloween wod by @huntthesheriff
dog fight
5 rounds for time
5 sandbag cleans (95/70 lb)
5 sandbag squats (95/70 lb)
50 meter sandbag carry (95/70 lb)",for_time
628,"smartwod workout of the month
devil's advocate
6 rounds for time
6 devil presses (2x50/35 lb)
6 burpees over dumbbells
6 dumbbell thrusters (2x50/35 lb)",for_time
629,"morning chalk up workout of the week

chyna cho
for time
10-9-8-7-6-5-4-3-2-1 reps of:
power clean-and-jerks (175/125 lb)

20-18-16-14-12-10-8-6-4-2 reps of:
ghd sit-ups
calorie echo bike

time cap: 22 minutes",for_time
630,"crossfit havoc friday the 13th wod


lucky 13
3 rounds for time
13 push-ups
13 sit-ups
13 box jumps (20 in)
13 kettlebell swings (1.5/1 pood)
13 push presses (45/35 lb)
13 walking lunges (each leg)
13 mountain climbers
13 knees-to-elbows
13 pull-ups
13 parallel bar dips
13 air squats
13 back extensions
13 burpees",for_time
631,"garage gym reviews tribute wod


the coop
for time
21-15-9 reps of:
pull-ups
bench presses (135/95 lb)

rest 3 minutes

9-15-21 reps of:
push-ups
deadlifts (225/155 lb)",for_time
632,"crossfit hero wod


bulger
10 rounds for time
150 meter run
7 chest-to-bar pull-ups
7 front squats (135/95 lbs)
7 handstand push-ups",for_time
633,"crossfit hero wod


alexander
5 rounds for time
31 back squats (135/95 lb)
12 power cleans (185/135 lb)",for_time
634,"crossfit hero wod


bell
3 rounds for time
21 deadlifts (185/135 lb)
15 pull-ups
9 front squats (185/135 lb)",for_time
635,"crossfit hero wod for paul pena


paul
7 rounds for time
100 meter sprint
19 kettlebell swings (2/1.5 pood)
10 burpee box jumps (24/20 in)
3 minutes rest",for_time
636,"marlies severyn
lion complex
for load
1 snatch grip deadlift
1 hang power snatch
1 overhead squat
1 behind the neck push jerk
1 overhead squat

perform the barbell complex without putting barbell down.

time cap: 10 minutes",for_load
637,"juan jimenez

bell & rope
for time
25-20-15-10-5 american kettlebell swings (70/53 lb)
50-40-30-20-10 double-unders
25-20-15-10-5 goblet squats (70/53 lb)",for_time
638,"tribute wod
covid 19 essential worker
emom for 19 minutes
6 alternating dumbbell deadlifts (50/35 lb)
4 alternating dumbbell squat cleans (50/35 lb)
2 alternating dumbbell shoulder-to-overheads (50/35 lb)

remaining time in each minute, amrap:
goblet march (l+r=1)",other
639,"hyrox workout of the week
andré
for time
1,000 meter row
50 burpees
800 meter row
40 burpees
600 meter row
30 burpees
400 meter row
20 burpees
200 meter row
10 burpees

time cap: 40 minutes",for_time
640,"hwpo training by @mathewfras

just hang on
4 rounds for total reps in 13 minutes
every 2:30 minutes, complete:
30/22 calorie row
20 toes-to-bars
max alternating dumbbell snatches (50/35 lb)

rest 1 minute after each round.",other
641,"assault fitness benchmark wod

poke the bear
amrap in 20 minutes
cash in:
100 meter farmers carry (85/55 lb)

then, amrap of:
5 bear complexes (135/65 lb)
10 bar over burpees
15 calorie assault air bike

finally, cash out:
100 meter farmer's carry (85/55 lb)",amrap
642,"crossfit coal memorial wod


the 29
4 rounds for time
29 kettlebell swings (1.5/1 pood)
29 sit-ups
29 box jumps (24/20 in)
29 knees-to-elbows
29 burpees",for_time
643,"grizz phys memorial wod

prince philip
emom for total reps
10 squat jumps
6 hand release push-ups
21 up-downs
max burpees

wear a weight vest (10/6 kg)

*workout ends when athlete completed 99 burpees.",emom
644,"crossfit hita hero wod


maxton
13 rounds for time
8 strict pull-ups
26 box step-ups (24/20 in)
21 burpees

wear a weight vest (20/14 lb)",for_time
645,"memorial wod for daniel ray sanchez

cheesy jag
amrap in 23 minutes:
1 mile run
then, 5 cycles of:
9 burpees
16 air squats
10 push-ups

wear a weight vest (20/14 lb)",amrap
646,"dorian medina
bambi
3 rounds for time
800 meter run
40 air squats
30 walking lunges
20 burpees

wear a weight vest (20/14 lb)

time cap: 25 minutes",for_time
647,"coach ivan

coach ivan 14/03/24
warm-up

3 rounds for quality:
2 inchworm with push-ups
4 squat to hamstring
6 alternating box step-ups
8 jumping jacks

pull-ups

6 min
skill : pull-ups

1)10 scap retraction pull ups
2) 10 kip swings
3) 2 reps: 2 kip swings
5) 2 reps: 2 kip swings + 1 pull up
6) 3 reps: 2 kip swings + 1 pull up + 2 kip swings

*workout options:
-kipping/ butterfly pull-ups
-jumping pull-ups (from ground)
-banded strict (thin red band only, 10 reps)
-ring rows

push press 5 min

use a pvc pipe or empty barbell for the following.

3 dip and hold
3 dip, drive, slow press
3 dip, drive, fast press
5 push presses

loading: push press
6-6-5-5

amrap in 20 minutes
30 box jumps (60/50 cm)
20 push presses (50/35 kg)
30 pull-ups",amrap
648,"rupella crossfit hero wod

gren’s
amrap in 34 minutes
13 thrusters (90/65 lb)
23 deadlifts (90/65 lb)
9 pull-ups
17 push-ups

at the end of each round perform 1 burpee for every break in that round

wear a weight vest (20/14 lb)",amrap
649,"hero wod


kabul
8 rounds for time
13 deadlifts (155/105 lb)
13 abmat sit-ups
13 push-ups
13 pull-ups
13 kettlebell swings (70/53 lb)
13 dumbbell box step-ups (2x25/15 lb, 20 in)
13 burpees
13 dumbbell push presses (2x25/15 lb)

cash-out: 2,200 meter row",for_time
650,"taco fleur

sangre 1.4
four amraps in 36 minutes
amrap in 4 minutes:
burpees

2 minutes rest

then, amrap in 6 minutes:
alternating kneeling presses (2 x 16/12 kg)

2 minutes rest

then, amrap in 16 minutes:
4 gorilla cleans (2 x 16/12 kg)
4 front squats (2 x 16/12 kg)
4 clean-and-jerks (2 x 16/12 kg)

2 minutes rest

then, amrap in 4 minutes:
burpees

* if athlete breaks during a round, perform 10 push-ups",amrap
651,"luke downing
inglorious bastardos
for time
10-9-8-7-6-5-4-3-2-1 reps of:
burpees

10 meter farmer's walk (2x50/35 kg) after each set",for_time
652,"pete marjamaa
partner 2
for time (with a partner)
4,000 meter row
3,000 meter bike
2,000 meter ski
1,000 meter run

every 5 minutes, each partner completes:
10 bar facing burpees
10 push presses (95/65 lb)
3 ring muscle-ups",for_time
653,"home wod by wod roulette

living room mash 1
50-40-30-20-10 reps for time
burpees
air squats
push-ups
sit-ups",for_time
654,"luke downing
bellzebub
for time
20 to 1 reps of:
kettlebell goblet squats (24/16 kg)
kettlebell russian swings (24/16 kg)",for_time
655,"upper body no-equipment partner wod
no equipment partner
20 alternating rounds (with a partner) for time
max push-ups
max bodyweight partner rows",for_time
656,"hyrox workout of the week
gabriel
3 rounds for time
25 meter farmer's carry
25 meter walking lunges
25 kettlebell swings
25 goblet squats

time cap: 25 minutes",for_time
657,"beyond strength and endurance
bse partner wod
teams of 2 for reps:

2 minute max calorie bike

2 minute max push press

—1 minute rest—

2 minute max calorie bike

2 minute max bent over rows

—1 minute rest—

2 minute max calorie row

2 minute max back squat

—1 minute rest—

2 minute max calorie row

2 minute max deadlift",other
658,"coach ivan

coach ivan 04/03/24
warm up
5 minutes
5 down dog walk out
30 single under

5' skill development: wall walks
10 reps tall pike alternating shoulder taps
10s partial wall walk plank hold

3 round
1) wall walks
2) partial rom wall walks
3) tall pike or box shoulder taps

tabata
crossover

wod
amrap 18'
5 wall walks
50 crossower/ double-unders
15 kb overhead squat (20/16kg)",other
659,"melt programming
melt programming metcon 03/12/2024
5 rft (rounds for time)
24 db chest press (40/20 lb)
20 box jump over (24/20 in)
16 db push press (40/20 lb)
12/8 calories - air bike
8 db devil press (40/20 lb)",for_time
660,"555 fitness hero wod


philip hayes
for time
10-9-8-7-6-5-4-3-2-1 reps of:
deadlifts (315/225 lb)

1-2-3-4-5-6-7-8-9-10 reps of:
burpees",for_time
661,"555 fitness hero wod


douglas miller
5 rounds for time
1 power clean (135/95 lb)
2 thrusters (135/95 lb)
3 power snatches (135/95 lb)
4 push presses (135/95 lb)
5 front squats (135/95 lb)
6 deadlifts (135/95 lb)",for_time
662,"heather black

(home)work #26
5 rounds

5 burpees
20 squats
5 burpees
10 push ups
5 burpees
20 lunges
5 burpees
10 v-ups",other
663,"hyrox workout of the week
joel 2.0
for load
as heavy as possible for 5 rounds:
5 back squats

then, 3 rounds for time:
250 meter skierg
5 devil presses (2x50/35 lb)
250 meter row

time cap: 10 minutes",other
664,"2019 crossfit games (individuals) wod #12


the standard
for time
30 clean-and-jerks (135/95 lb)
30 muscle-ups
30 snatches (135/95 lb)

time cap: 12 minutes",for_time
665,"crossfit hero wod


joshie
3 rounds for time
21 dumbbell squat snatches, right arm (40/25 lb)
21 l pull-ups
21 dumbbell squat snatches, left arm (40/25 lb)
21 l pull-ups",for_time
666,"wod with warriors tribute wod


21 guns
amrap in 21 minutes
400 meter run
21 push-ups
21 box jumps (24/20 in)
15 burpees
9 pull-ups",amrap
667,"top hotel workout #5/5 by josh bridges
hotel workout 5
for time
800 meter run
50 devil presses (2x50/35 lb)
800 meter run",for_time
668,"hyrox workout of the week
king
for time
10-8-6-4-2 deadlifts (increase load every round)

then, 2 rounds of:
40 box jumps (24/20 in)
40 alternating lunges
40 calorie row
40 sit-ups
40 wall ball shots (20/14 lb)

time cap: 30 minutes",for_time
669,"ncfit benchmark wod

thruster/quad hold
emom for 14 minutes 30 seconds
10 thrusters (95/65 lb)
max quad hold

rest 30 seconds after every round",emom
670,"melt programming
melt programming metcon 10/03/2023
42 minute emom
1) 14 cal row
2) 50 second plank
3) 14 cal bike
4) 1 round of cindy*
5) 200m run
6) rest

*cindy is 5 pull ups, 10 push ups, 15 air squats.",emom
671,"coach ivan
02/01/24 last 364 days 2024 happy new year 2024
warm up

5' double under/ row / run
5' mobility with stick

gymnastic
3 round
30"" cobra position
30"" plank

tabata
push press (20/15kg)
good morning

tabata
squat jump
split jump

wod for time
adding one movement per round:
1 sumo deadlift high-pull (35/25 kg)
2 thrusters (35/25 kg)
3 push presses (35/25 kg)
4 power cleans (35/25 kg)
5 power snatches (35/25 kg)
6 kettlebell swings (24/16 kg)
7 pull-ups
8 knees-to-elbows
9 box jumps (60/50 cm)
10 double-unders
11 burpees
12 overhead walking lunges (20/15 kg plate)

start with 1 sumo deadlift high-pull (sdlhp). then do 2 thrusters and 1 sdlhp. then 3 push presses, 2 thrusters, and 1 sdlhp. continue this way until the final round of 12 overhead walking lunges, 11 burpees, and each movement descending in repetitions all the way down to 1 sdlhp — 364 total repetitions.",other
672,"2017 crossfit games (championships) wod #12


2223 intervals
for time
three 2-minute intervals, then one 3-minute interval of:
2 rope climbs
10/7 calorie skierg
max overhead squats (155/105 lb)

then, 1 minute rest

time cap: 12 minutes",for_time
673,"benchmark wod (aka: ""main site '080721'"")

2k row
for time
2,000 meter row",for_time
674,"555 fitness benchmark wod


the 555 standard
5 rounds for time
15 air squats
15 burpees
15 hand release push-ups",for_time
675,"2017 dubai fitness championship finals wod #7 (aka: ""dxb finals 17.7"")

concept 2 triathlon
for time
2,500 meter bike erg
1,500 meter row
500 meter ski erg",for_time
676,"crossfit hero wod


klepto
4 rounds for time
27 box jumps (24/20 in)
20 burpees
11 squat cleans (145/100 lb)",for_time
677,"crossfit football hero wod for pat tillman


tillman
7 rounds for time
7 deadlifts (315/205 lb)
200 meter sprint
15 pull-ups
45 seconds rest",for_time
678,"australian hero wod

chuck
10 rounds for time
push-ups (3-6-9-12-15-18-21-24-27-30 reps)
pull-ups (1-2-3-4-5-6-7-8-9-10 reps)
dips (2-4-6-8-10-12-14-16-18-20 reps)
chin-ups (10-9-8-7-6-5-4-3-2-1 reps)
pistols (5-5-5-5-5-5-5-5-5-5 reps)",for_time
679,"pete marjamaa
partner 1
amrap (with a partner) in 25 minutes
50 clusters (135/95 lb)
1,000 meter run
50 deadlifts (275/185 lb)
1,000 meter run
50 bar facing burpees
1,000 meter run",amrap
680,"pete marjamaa
partner 3
for time (with a partner)
600 meter run
30 deadlifts (315/225 lb)
60 double-unders
600 meter run
30 hang clean-and-jerks (185/125 lb)
60 double-unders
600 meter partner run
30 ring muscle-ups
60 double-unders",for_time
681,"hyrox workout of the week
cash
amrap (with a partner) in 20 minutes
20 calorie ski erg
20 sandbag lunges
20 burpee broad jumps",amrap
682,"wodstar movement monday wod

movement monday wod 15
4 rounds for time
10 left-arm dumbbell power snatches (50/35 lb)
10 right-arm dumbbell power snatches (50/35 lb)
10 left-arm dumbbell renegade rows (50/35 lb)
10 right-arm dumbbell renegade rows (50/35 lb)",for_time
683,"2020 crossfit games phase 1 wod #3


damn diane
3 rounds for time
15 deadlifts (315/205 lb)
15 strict deficit handstand push-ups (3.5/2 in)",for_time
684,"crossfit hero wod


rahoi
amrap in 12 minutes
12 box jumps (24/20 in)
6 thrusters (95/65 lb)
6 bar facing burpees",amrap
685,"crossfit hero wod


bruck
4 rounds for time
400 meter run
24 back squats (185/135 lb)
24 jerks (135/95 lb)",for_time
686,"luke downing

the bellbowl
for time
400 meter run
40 russian kettlebell swings (24/16 kg)
40 kettlebell taters (24/16 kg)
300 meter run
30 russian kettlebell swings (24/16 kg)
30 kettlebell taters (24/16 kg)
200 meter run
20 russian kettlebell swings (24/16 kg)
20 kettlebell taters (24/16 kg)
100 meter run
10 russian kettlebell swings (24/16 kg)
10 kettlebell taters (24/16 kg)",for_time
687,"suffer with friends benchmark wod
why suffer alone
2 rounds for time
20 dumbbell squats (2x40/25 lb)
30 burpees
200 meter run
20 dumbbell push presses (2x40/25 lb)
15 lateral jumps over dumbbells
200 meter run
20 dumbbell lunges (2x40/25 lb)
20 dumbbell power cleans (2x40/25 lb)
200 meter run",for_time
688,"morning chalk up workout of the week
rich froning
for time
40-30-20-10 ghd sit-ups
4-3-2-1 legless rope climbs

then, complete:
20 squat snatches (185/125 lb)

time cap: 20 minutes",for_time
689,"hyrox workout of the week


domino
for time
5 minute run
50 air squats
5 minute run
50 burpees
5 minute run
50 push-ups
5 minute run
50 sit-ups

time cap: 45 minutes",for_time
690,"australian hero wod


mcdonald & galagher
2 rounds for time
200 meter run
16 kettlebell swings (53/35 lb)
16 pull-ups
16 front squats (110/70 lb)
200 meter run
14 kettlebell swings (53/35 lb)
14 pull-ups
14 front squats (110/70 lb)
200 meter run
12 kettlebell swings (53/35 lb)
12 pull-ups
12 front squats (110/70 lb)",for_time
691,"crossfit hero wod


havana
amrap in 25 minutes
150 double-unders
50 push-ups
15 power cleans (185/125 lb)",amrap
692,"taco fleur

clc
for time
8 rounds of:
8 calorie assault bike
8 double kettlebell clean-and-jerks (2 x 16/12kg)

then, 8 rounds of:
8 calorie assault bike
8 single-arm kettlebell clean-and-jerks (24/16 kg)",for_time
693,"hyrox workout of the week
nicks
for time (with a partner)
1,000 meter run

then, 2 rounds of:
100 meter sandbag lunges (100/70 lb)
100 meter kettlebell farmer's carry (as heavy as possible)
100 meter burpee broad jumps

1,000 meter run

time cap: 45 minutes",for_time
694,"beyond strength and endurance
bse wod 2/27/24
amrap 12:

20 russian kb swings

50 double unders

20 box jump overs",amrap
695,"2019 crossfit games (championships) wod #3


ruck
for time
6000 meter ruck run

male and female: 20-30-40-50 lb, increasing each lap

time cap: 40 minutes",for_time
696,"crossfit krypton memorial wod


kody
22 rounds for time (with a partner)
9 burpees
8 ground-to-overheads (95/65 lb)

then, complete:
2,000 meter row",for_time
697,"crossfit benchmark wod


sadie jane
amrap in 23 minutes
16 25 ft shuttle runs
9 bar-facing burpees
3 power cleans (185/125 lb)",amrap
698,"hero wod


zimmerman
amrap in 25 minutes
11 chest-to-bar pull-ups
2 deadlifts (315/205 lb)
10 handstand push-ups",amrap
699,"james fitzgerald

18 minute amrap
amrap in 18 minutes
15 box jump step downs (24/20 in)
12 shoulder-to-overheads (115/75 lb)
9 toes-to-bars",amrap
700,"taco fleur

ragnarök
for total reps in 38 minutes
in 6 minutes, perform:
kettlebell half ukc* + halo (12/8 kg)

rest 2 minutes

2 rounds of the pace maker:
30 seconds of left-arm kettlebell swings (16/12 kg)
30 seconds of right-arm kettlebell swings (16/12 kg)
30 seconds of left-arm kettlebell snatches (16/12 kg)
30 seconds of right-arm kettlebell snatches (16/12 kg)
30 seconds of left-arm kettlebell overhead reverse lunges (16/12 kg)
30 seconds of right-arm kettlebell overhead reverse lunges (16/12 kg)

rest 2 minutes

then, in 8 minutes, perform:
max strength kettlebell complexes** (2x16/12 kg)

rest 4 minutes

finally, in 10 minutes, 3 attempts for power of:
max double kettlebell half snatches (2x16/12 kg)

*1 ukc consists of: 1 deadlift, 1 hang clean, 1 power clean, 1 single-arm kettlebell swing, 1 snatch, 1 strict press

**1 strength kettlebell complex consists of: 1 curl, 1 strict press, 1 bent over row, 1 push-up",other
701,"palo masaryk

pump&walk
do 20xemom:
odd- 2 bench presses /very heavy/
even- 10m sandbag carry",emom
702,"luke downing
frow down
21 cal row
21 air squats
21 burpees

15 cal row
15 air squats
15 burpees

9 cal row
9 air squats
9 burpees

15 cal row
15 air squats
15 burpees

21 cal row
21 air squats
21 burpees",other
703,"pete marjamaa
partner vi
500 meter partner run/row
then-4 rounds-
3/1x rope cilmbs
6x double db devil's press (rx 70/50 int 50/35 beginner 35/20)
9x burpee box jump overs (30/24) (sub box steps overs)

500 meter partner run/row
then-4 rounds-
6x chest to bar (sub pullups or banded pull ups here)
12x db burpees (stand to a bicep curl)
18x box jumps (sub step ups)

500 meter partner run/row
then-4 rounds-
9/3x bmu (sub pullups or banded pullups here)
18x 1 arm db snatches
27x box jump overs (sub step overs)

-45:00 minute time cap

-partners alternate going through each sequence of movements twice. for example, after completing a 500 meter row or run, partner 1 does 3 rope climbs, 6 double dumbbell devil’s press and 9 burpee box jump overs, while partner 2 rests. when partner 1 is done, partner 2 completes the same sequence of movements. after partner 2 is done, partner 1 completes the same sequence one more time. then, partner 2 completes the sequence one more time. after parter 2 is done with their second round, both partners start their 2nd partner run or row.",other
704,"beyond strength and endurance
bse wod 3/7/24
amrap 10:

20 plate hops

20 plate ground to overhead

20 abmat sit-ups",amrap
705,"james fitzgerald

row 30/30 x4
4 rounds for meters in 4 minutes
30 second row
30 second rest",other
706,"classic benchmark wod

painstorm xxv
for time
500 thrusters (45/35 lb)",for_time
707,"christmas holiday wod


12 days of xmas barbell style
for time
1 deadlift
2 hang power cleans
3 front squats
4 shoulder presses
5 back squats
6 push presses
7 thrusters
8 squat cleans
9 push jerks
10 hang power snatches
11 overhead squats
12 sumo deadlift high-pulls

use a single barbell throughout (95/65 lb)",for_time
708,"british hero wod

watson
for time
59 pull-ups
23 push-ups
400 meter run
59 ground-to-overheads (20/10 kg)
23 toes-to-bars
400 meter run
59 wall ball shots (20/14 lbs)
23 burpees
200 meter run
200 double unders
200 meter run
23 burpees
59 wall ball shots (20/14 lbs)
400 meter run
23 toes-to-bars
59 ground-to-overheads (20/10 kg)
400 meter run
23 push-ups
59 pull-ups",for_time
709,"555 fitness hero wod


kevin reilly
emom for 12 minutes
odd minutes:
5 push presses (155/105 lb)

even minutes:
5 deadlifts (155/105 lb)",emom
710,"andrew martin
row to hell
for time
2,000 meter row
30 devil presses (2x50/35 lb)",for_time
711,"crossfit stimulus travel wod
stimulus travel wod 4
run for 10 minutes

each minute on the minute perform:
20 air squats",other
712,"garagegymathlete benchmark wod

stairway to heaven
for time
part a
from 0:00-20:00, emom of:
20 box step-ups (40/30 lb weight vest)

rest 3 minutes

part b
from 23:00-43:00, emom of:
20 box step-ups (20/14 lb weight vest)

rest 3 minutes

part c
finally, from 46:00-1:06:00, perform:
400 box step-ups",other
713,"ham plan wod
thor
every 3 minutes for 21 minutes

from 0:00-3:00, perform 2 rounds of:
8 chest-to-bar pull-ups
4 devil presses (2x35/20 lb)

then from 3:00-6:00, perform 2 rounds of:
10 chest-to-bar pull-ups
5 devil presses (2x35/20 lb)

continue with this sequence adding 2 chest-to-bar pull-ups and 1 devil press every 3 minutes or until you no longer complete the reps.",emom
714,"melt programming

melt programming metcon 11/27/2023
e3mom - 27 minutes
minutes 1-9
1) 6 bb thruster
2) 12 bb deadlift
3) 18 cal - row
minutes 10-18
1) 6 bb power clean + press
2) 12 bb hang clean
3) 18 cal - bikeerg
minutes 19-27
1) 6 bb front squat
2) 12 bb push press
3) 18 cal - row

barbell weight - 95/65 lb",emom
715,"crossfit ""girl"" benchmark wod


lyla
for time
10-9-8-7-6-5-4-3-2-1 reps of:
muscle-ups
clean-and-jerks (bodyweight)",for_time
716,"sylb 2 via main site daily wod

200411
for time
100 double-unders
21 burpees
75 double-unders
15 burpees
50 double-unders
9 burpees",for_time
717,"crossfit hero wod


dg
amrap in 10 minutes
8 toes-to-bars
8 dumbbell thrusters (35/25 lb)
12 dumbbell walking lunges (35/25 lb)",amrap
718,"hero wod

1lt s. chase prasnicki
part a:
2 mile run

part b:
tabata (:17 on /:3 off/ 6 rounds)
burpees
sit-ups
air squats
push-ups
flutter kicks
mountain climbers

part c:
3:30 accumulated plank hold",tabata
719,"ryan garcia
who is eleanor campbell?
for time
100 meter row
800 meter run*
200 meter row
300 meter row
400 meter row
500 meter row
600 meter row
700 meter row
800 meter row
900 meter row
1,000 meter row

*run 800m after every row distance.",for_time
720,"jamie hagiya

lock down
for time
10-9-8-7-6-5-4-3-2-1 push-ups
20-18-16-14-12-10-8-6-4-2 v-ups
30-27-24-21-18-15-12-9-6-3 air squats",for_time
721,"home wod by margaux alverez
stuck at home
amrap in 10 minutes
12 dumbbell power snatches (50/35 lb) (alternating)
6 dumbbell renegade rows (2x50/35 lb)
12 dumbbell power cleans (2x50/35 lb)",amrap
722,"john singleton
the progrm mash week 03
for time:
100 - 80 - 60 - 40 - 20 - 10: double unders / single unders

between each set: 10 shspu / hspu / push ups (max 2 sets) (50 total)

2 min rest

for time:
1 to 10: (1 db squat clean + 1 front squat, 2 + 2, 3 + 3) 2 x 10 - 22.5kg db.

between each set: 10 burpees over dbs (facing) (90 total)

6 min rest

for time:
100 - 80 - 60 - 40 - 20 - 10: double unders / single unders

between each set: 10 spull ups / pull ups / ring rows (max 2 sets) (50 total)

2 min rest

for time:
10 to 1: ttb + pull ups / hanging leg raise + ring row (first 10 ttb, then 10 pull ups, 9 + 9 etc)

between each set: 10m walking lunges 2x 10 - 22.5kg db. (90m total)",for_time
723,"wodstar movement monday wod

movement monday wod 25
amrap in 20 minutes
minute 1: max ball slams (30/20 lb)
minute 2: max shoulder taps
minute 3: max medicine ball sit-ups (20/14 lb)
minute 4: max downward dog foot taps

repeat 5x",amrap
724,"proving grounds training
relentless
10 rounds for time:
20|16 cal row 🚣
20|16 cal bike 🚴
20|16 cal ski ⛷",for_time
725,"coach ivan

coach ivan 27/02/24
warm up

3 round skill review: pull-ups

3 kipping pull ups slow
3 kipping pull ups fast
1 pull ups

emom 8'
8 snatch balance

add a little bit of weight each set

7' loading:
1 split snatch + 1 overhead squat

wod

amrap 18'

21 pull-ups
15 push ups
9 split snatch (50/35kg)
3 balance snatch (50/35kg)",other
726,"classic benchmark wod

popeye
amrap in 20 minutes
5 chest-to-bar pull-ups
10 wall ball shots (20/14 lbs)
15 kettlebell swings (1.5/1 pood)",amrap
727,"2021 crossfit games quarterfinals test 5


quarterfinals 21.5
9-6-3 reps for time
snatches (185/135 lb)
burpee box jump overs (30 in)

time cap: 7 minutes",for_time
728,"crossfit continuum memorial wod

kiana
4 rounds for time
2 squat cleans (185/125 lb)
15 push-ups
99 double-unders
12 sit-ups
23 deadlifts (185/125 lb)
13 box jumps (24/20 in)",for_time
729,"crossfit abf st. patrick's day wod

four leaf clover
amrap in 28 minutes
2 mins of burpee box jumps (24/20 in)
2 mins of thrusters (65/45 lb)
2 mins of sit-ups
2 mins of kettlebell swings (35/26 lb)
2 mins of rest",amrap
730,"memorial wod

joe loftis
amrap in 26 minutes
6 burpees
11 bicep curls (2x45/25 lb)
12 weighted lunges (2x45/25 lb)
13 bench presses (2x45/25 lb)",amrap
731,"hero wod

faas fit
3 rounds for time (with a partner)
10 deadlifts (315/205 lb)
20 pull-ups
30 kettlebell snatches (53/35 lb)",for_time
732,"555 fitness hero wod

john moran
for time
24-20-16-12-8-4 reps of:
front rack lunges (135/95 lb)
hand release push-ups",for_time
733,"box programming hero wod

shinners
amrap (with a partner) in 25 minutes
30 burpees
1,000 meter row
30 kettlebell swings (70/53 lb)",amrap
734,"goruck hero wod

robbie miller
for time
buy-in: 3 mile ruck run (30/20 lb)

then, 12 rounds of:
6 sandbag ruck rows (60/40 lb, 30/20 lb)
6 ruck burpee squats (30/20 lb)
6 4-count ruck mountain climbers (30/20 lb)
6 rucksack get-ups (30/20 lb)

cash-out: 3 mile ruck run (30/20 lb)",for_time
735,"hyrox workout of the week
hetfield
for load:
5 rounds of 5 back squats (increase weight each round)

then, 30-20-10-20-30 reps for time of:
calorie ski
air squats
burpees

time cap: 30 minutes",other
736,"beyond strength and endurance
bse partner wod 2/24/24
partner 4 rounds for time:

40 toes to bar

40 double db cleans

40 double db shoulder to overhead

40 box jumps",for_time
737,"benchmark wod (aka: ""main site '170516'"")

1k row
for time
1,000 meter row",for_time
738,"2022 crossfit games quarterfinals test 1


quarterfinals 22.1
for time
50 dumbbell walking lunges (2x50/35 lb)
30 handstand push-ups
40 front rack walking lunges (2x50/35 lb)
20 deficit handstand push-ups (3.5/2 in)
30 overhead walking lunges (2x50/35 lb)
10 strict handstand push-ups

time cap: 15 minutes",for_time
739,"555 fitness hero wod


gregg atlas
for time
10,000 lb cumulative back squats

20 burpees each time you rack the bar",for_time
740,"dorian medina
grinder
amrap in 40 minutes
3 rounds of:
30/20 calorie assault bike
20 wall ball shots (20/14 lb)
10 burpees

then, 3 rounds of:
30/20 calorie row
40 lateral box step overs (24/20 in)
100 meter farmer's carry (70/55 lb)

then, 3 rounds of:
50 double-unders
1 minute wall sit
50 mountain climbers",amrap
